49.914465, 19.877101
50.024016, 19.895086
50.034693, 19.895183
50.079678, 19.88198
49.989998, 19.876482

49.923973, 20.189116
49.96871, 20.113321
50.026811, 20.216598
50.104272, 20.32828
49.897114, 20.427753
50.00397, 20.4294
50.317753, 20.579615
49.923744, 20.268881

50.133148, 20.452311
50.102283, 20.697435
50.076893, 20.860228
49.835632, 20.42345
50.026696, 20.733899
49.989895, 20.625072
49.967453, 20.701647

50.109528, 21.01312
50.062041, 20.978484
50.02284, 20.966575
50.001915, 20.978219
49.950378, 21.010592
49.965761, 21.119996

50.128447, 21.424166
50.077454, 21.424437
50.090305, 21.297522
49.977055, 21.552629
